variant,label,model_path,size,train_metadata,eval_metadata,n_countries,mean_target_distance,median_target_distance,mean_target_rank,top1_rate,top3_rate
maple_1b_tplus_eplus,"MAPLE 1B (T+, I+)",/path/to/metacul/models/combined_with_metadata_1b,1B,True,True,15,1.416053599525063,1.1597361732881086,8.533333333333333,0.0,0.2
maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,3B,True,True,15,2.605668447341038,2.452398636454864,8.333333333333334,0.0666666666666666,0.2
