model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped_samples,ci_level,ci_method,split,max_samples,seed,bootstrap_iters
/scratch/amukher6/metacul/models/combined_with_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.293139,8.965012,9.630261,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/america/with_metadata/,11.47887,11.170064,11.820485,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/asia/with_metadata/,10.243695,9.874136,10.618185,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/europe/with_metadata/,10.578105,10.218735,10.96877,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,10.772187,10.387221,11.131735,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/with_metadata/,7.936164,7.657474,8.193614,3,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/america/with_metadata/,9.739454,9.449563,10.018739,3,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/asia/with_metadata/,8.77904,8.480668,9.086397,5,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/europe/with_metadata/,8.971954,8.675788,9.296461,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,9.187433,8.867019,9.485682,3,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/without_metadata/,10.200528,9.863237,10.557254,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/america/without_metadata/,12.292982,11.954594,12.649128,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/asia/without_metadata/,11.146229,10.744098,11.544095,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/continents/europe/without_metadata/,11.342265,10.956735,11.760127,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_500m,/scratch/amukher6/metacul/training_data/meco_datasets/combined/without_metadata/,11.658773,11.24494,12.049155,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/without_metadata/,8.719868,8.437877,9.024686,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/america/without_metadata/,10.451645,10.158782,10.757531,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/asia/without_metadata/,9.558445,9.227846,9.899008,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/continents/europe/without_metadata/,9.674286,9.36195,10.010308,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/without_metadata/,9.963458,9.611505,10.28549,0,0.95,bootstrap,test,1000,42,1000
