benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
geomlama,letter_legacy,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3066666667,0.3333333333,-0.02666666667,0,1,150,150,0,0.02,0.3866666667,0.7866666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_1b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_1b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_1b/seed_41/geomlama
geomlama,sft_1b_lnqa,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.42,0.44,-0.02,0,1,150,150,0,0,0.3733333333,0.3066666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_1b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_1b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_1b/seed_41/geomlama
geomlama,strict_country_a2_b1,maple_1b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.2866666667,0.26,0.02666666667,1,1,150,150,0,0,0.2133333333,0.2666666667,meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_1b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_1b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_1b/seed_41/geomlama
geomlama,letter_legacy,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3466666667,0.34,0.006666666667,1,1,150,150,0.01333333333,0.006666666667,0.8066666667,0.5733333333,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_3b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_3b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/letter_legacy/maple_3b/seed_41/geomlama
geomlama,sft_1b_lnqa,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.3866666667,0.42,-0.03333333333,0,1,150,150,0,0,0.4933333333,0.34,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_3b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_3b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/sft_1b_lnqa/maple_3b/seed_41/geomlama
geomlama,strict_country_a2_b1,maple_3b,seed_41,T+I+ vs T-I-,accuracy,higher_is_better,custom_tplus_eplus,custom_tminus_eminus,0.26,0.3466666667,-0.08666666667,0,1,150,150,0,0,0.16,0.36,/path/to/metacul/models/combined_with_metadata_3b,/path/to/metacul/models/combined_without_metadata_3b,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_3b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_3b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_seed41/geomlama/strict_country_a2_b1/maple_3b/seed_41/geomlama
