model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped,ci_level,bootstrap_method,split,max_samples,seed,bootstrap_iters,skipped_samples,ci_method
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.282882,10.891344,11.659797,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,11.152134,10.760208,11.518233,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,11.146065,10.753415,11.513073,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,11.159067,10.76879,11.525341,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.070503,9.720874,10.393437,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.224811,9.869415,10.557545,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,10.115563,9.763694,10.446469,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,10.219507,9.866004,10.551922,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.131303,9.775706,10.457289,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.068234,9.717236,10.389208,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,10.126169,9.769427,10.45059,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.946933,12.484016,13.38386,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.095786,12.628636,13.541949,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,13.068809,12.602581,13.510727,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,12.994899,12.530386,13.437699,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,12.978021,12.516665,13.416264,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,12.980006,12.516641,13.419023,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,12.931131,12.467624,13.367009,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.137447,10.750745,11.503131,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.306635,10.91562,11.679913,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,11.291957,10.900993,11.662076,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.216104,10.827704,11.589116,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,11.1393,10.754588,11.504217,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,11.148592,10.76297,11.514065,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,11.116306,10.732054,11.483551,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.006925,9.659007,10.332127,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.16472,9.809201,10.49308,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,10.13638,9.781053,10.460968,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,10.074181,9.721107,10.402747,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.011735,9.660839,10.337739,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.011604,9.66057,10.335022,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,9.988987,9.639638,10.314999,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.965776,11.537626,12.368405,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.333045,12.867828,13.782049,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,13.228762,12.765003,13.669017,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,13.363154,12.891961,13.806615,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,11.979876,11.551521,12.388901,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,11.962739,11.535069,12.365977,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,11.974673,11.546079,12.380396,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.369241,10.006169,10.710508,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.520335,11.112658,11.896552,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,11.476586,11.072654,11.848505,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.579651,11.165294,11.953593,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.388169,10.027967,10.728647,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.364749,10.002896,10.705823,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,10.382416,10.020669,10.725023,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.286085,8.962821,9.585916,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.312072,9.953865,10.643162,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,10.268763,9.912976,10.597133,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,10.359124,9.998233,10.688878,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,9.309661,8.988195,9.610982,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,9.282153,8.958673,9.582334,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_continent_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,9.302163,8.980922,9.605075,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.065793,11.637575,12.486086,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.406105,12.922652,13.873939,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,13.395285,12.917934,13.861934,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,13.3029,12.826206,13.761703,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,12.090346,11.657951,12.513159,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,12.068283,11.640846,12.490385,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,12.057882,11.627986,12.479383,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.426224,10.061313,10.771338,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.579275,11.183827,11.958308,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,11.595771,11.198314,11.968491,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.503984,11.111279,11.87554,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.450615,10.088665,10.795533,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.432356,10.070217,10.778294,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,10.415822,10.054336,10.761242,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.350521,9.019561,9.664451,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.377318,10.021379,10.71455,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,10.411616,10.054557,10.744373,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,10.323099,9.965489,10.659716,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,9.369341,9.041123,9.68215,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,9.34783,9.021472,9.661906,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_country_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,9.329635,9.002852,9.642599,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.003935,11.57311,12.403376,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.281934,12.813613,13.731076,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,13.287846,12.818016,13.730949,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,13.297591,12.824472,13.741719,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,11.965972,11.537049,12.372428,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,11.986227,11.556892,12.389269,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,11.993224,11.561629,12.396696,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.364433,9.996751,10.71161,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.475326,11.074822,11.845168,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,11.49054,11.089528,11.857532,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.487478,11.086003,11.856257,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.337926,9.971643,10.682275,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.352489,9.983799,10.698658,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,10.357165,9.989194,10.703615,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.279996,8.952714,9.586408,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,10.286692,9.930413,10.614723,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,10.307777,9.951562,10.631918,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,10.293176,9.937551,10.620043,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,9.257194,8.929004,9.565328,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,9.270521,8.94137,9.577811,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,9.272878,8.944103,9.580354,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.991643,11.570336,12.39099,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,13.469973,12.9904,13.933256,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,13.257859,12.784043,13.711572,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,13.251244,12.775153,13.706681,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,12.093417,11.662378,12.50156,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,12.01299,11.590792,12.412451,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,/path/to/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,12.01528,11.590384,12.41699,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.394127,10.032014,10.729147,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.649826,11.234033,12.032629,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_continent/with_metadata/,11.504673,11.096088,11.881529,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_country/with_metadata/,11.501157,11.091738,11.877608,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.508837,10.143023,10.85717,,0.95,,test,1000,42,1000,0,bootstrap
/path/to/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,/path/to/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,10.401484,10.04151,10.738389,,0.95,,test,1000,42,1000,0,bootstrap
