plot,meta,step,continent,test_scope,test_path,model_a,model_b,n_samples,mean_nll_a,mean_nll_b,mean_ppl_a,mean_ppl_b,delta_nll,delta_nll_ci_low,delta_nll_ci_high,delta_ppl,delta_ppl_ci_low,delta_ppl_ci_high,p_value,status
plot7,with_metadata,2000,africa,left_out,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,992,2.786615606295191,2.3536632167236653,16.22601155814604,10.52405107883805,0.4329523895715255,0.4068590897754258,0.4606463452395144,5.70196047930799,5.358852740852784,6.057550455536612,0.0,ok
plot7,with_metadata,2000,africa,all,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,990,2.55415182692353,2.497375938484355,12.860387196175616,12.150568252966362,0.05677588843917514,0.03788429749074135,0.07471220786266414,0.7098189432092532,0.47103204072365157,0.9376455683323922,0.0,ok
plot7,with_metadata,2000,america,left_out,/scratch/amukher6/metacul/training_data/meco_datasets/continents/america/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,995,2.7859093308274576,2.5608228163337534,16.21455557026118,12.946465497469003,0.2250865144937042,0.20910199186033235,0.24143766852654086,3.2680900727921767,3.0413246978775956,3.508736592848903,0.0,ok
plot7,with_metadata,2000,america,all,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_america_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,989,2.5470343999248395,2.4977329114432467,12.769179296946225,12.154906451531561,0.04930148848159277,0.03841488526868529,0.061224008537622235,0.6142728454146642,0.4722849308636222,0.7662312562899238,0.0,ok
plot7,with_metadata,2000,asia,left_out,/scratch/amukher6/metacul/training_data/meco_datasets/continents/asia/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,986,2.751412758614913,2.451797256971822,15.664746764958398,11.609192683322291,0.2996155016430908,0.2771812031776414,0.321435897467198,4.055554081636107,3.755303294472905,4.339937646701558,0.0,ok
plot7,with_metadata,2000,asia,all,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_asia_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,992,2.551382700424014,2.4962483885572153,12.824824418836007,12.136875601642727,0.055134311866798846,0.041486145418944353,0.0695907489864969,0.6879488171932806,0.5175992305716632,0.8637180556427634,0.0,ok
plot7,with_metadata,2000,europe,left_out,/scratch/amukher6/metacul/training_data/meco_datasets/continents/europe/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,1000,2.8503797007216587,2.469903308740944,17.294347270178683,11.821303779638578,0.3804763919807148,0.35636833974562,0.40495187612943767,5.473043490540105,5.129400786878557,5.812676199391003,0.0,ok
plot7,with_metadata,2000,europe,all,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_europe_with_metadata_1b_step2k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step2k,992,2.58399532023343,2.4962483885572153,13.249970423398892,12.136875601642727,0.0877469316762145,0.07202068028641719,0.10517414882630971,1.1130948217561656,0.9076121736113302,1.3368097191913115,0.0,ok
plot7,with_metadata,4000,africa,left_out,/scratch/amukher6/metacul/training_data/meco_datasets/continents/africa/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step4k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,983,2.634460186259801,2.2083323989824826,13.935787702678638,9.100527682981895,0.4261277872773186,0.40121982276030593,0.4511231288789481,4.835260019696744,4.548344092052625,5.132572096991675,0.0,ok
plot7,with_metadata,4000,africa,all,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,/scratch/amukher6/metacul/models/ablation_intermediates/leave_one_out/combined_no_africa_with_metadata_1b_step4k,/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_with_metadata_1b_step4k,982,2.4023415241001733,2.3552809306314706,11.049017655975083,10.541089760775261,0.04706059346870273,0.02742245682061462,0.06612993172447708,0.5079278951998223,0.29763280448131463,0.7130454657088308,0.0,ok
