model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped_samples,ci_level,ci_method,split,max_samples,seed,bootstrap_iters
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.531396,9.139554,9.939274,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,11.103651,10.669713,11.570821,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,21.584065,21.008684,22.155704,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,24.193162,23.52653,24.845166,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,19.966363,19.422987,20.57341,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,23.123155,22.492979,23.802574,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,21.789677,21.158133,22.496918,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,24.552084,23.843718,25.344774,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.063926,8.654544,9.474135,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,10.389747,9.942418,10.863291,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,22.161479,21.533267,22.788054,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,24.693815,23.953294,25.430326,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,20.227219,19.618086,20.932636,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,23.418621,22.705904,24.230144,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,22.521512,21.82051,23.315479,0,0.95,bootstrap,test,1000,42,1000
