family,variant,variant_label,pair_count,seed_count,exact_pair,exact_pair_std,margin_switch,margin_switch_std
MAPLE Chat 1B,tplus_eplus,"(T+, I+)",16409,5,0.04068498994454263,0.0009377967730719176,0.09767810347979766,0.00196976167077389
MAPLE Chat 1B,tminus_eminus,"(T-, I-)",16409,5,0.002145164239137059,0.00019463366960413567,0.00515570723383509,0.0005854889938192677
MAPLE Chat 3B,tplus_eplus,"(T+, I+)",16409,5,0.060588701322445,0.0009266416141750602,0.13396306904747396,0.001657470068183885
MAPLE Chat 3B,tminus_eminus,"(T-, I-)",16409,5,0.014760192577244197,0.0010811009685855776,0.040806874276311786,0.0019778526206118575
