benchmark,protocol,family,seed,comparison,metric,direction,positive_variant,negative_variant,positive_metric,negative_metric,delta_positive_better,requirement_satisfied,valid_for_comparison,positive_rows,negative_rows,positive_constant_score_rate,negative_constant_score_rate,positive_first_option_prediction_rate,negative_first_option_prediction_rate,positive_tokenizer_sources,negative_tokenizer_sources,positive_tokenizer_classes,negative_tokenizer_classes,positive_tokenizer_vocab_sizes,negative_tokenizer_vocab_sizes,notes,positive_jsonl,negative_jsonl,run_dir
worldvaluebench,figure9_3b,maple_1b_chat,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4321178174,0.446254382,0.01413656455,1,1,1458,1458,0,0,0.2146776406,0.1968449931,/path/to/metacul/models/sft/combined_with_metadata_chat,/path/to/metacul/models/sft/combined_without_metadata_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/figure9_3b/maple_1b_chat/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/figure9_3b/maple_1b_chat/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/figure9_3b/maple_1b_chat/seed_41/worldvaluebench
worldvaluebench,plain_grounded,maple_3b_chat,seed_41,T+I+ vs T-I-,overall_emd,lower_is_better,custom_tplus_eplus,custom_tminus_eminus,0.4485406188,0.4536465478,0.005105928974,1,1,1458,1458,0,0,0.2050754458,0.2393689986,/path/to/metacul/models/sft/combined_with_metadata_3b_best3b_chat,/path/to/metacul/models/sft/combined_without_metadata_3b_best3b_chat,TokenizersBackend,TokenizersBackend,128000,128000,,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/plain_grounded/maple_3b_chat/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/plain_grounded/maple_3b_chat/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,results/external_protocol_selected_maple_chat_seed41/worldvaluebench/plain_grounded/maple_3b_chat/seed_41/worldvaluebench
