family,n_switch_pairs,exact_pair_delta_pp,exact_pair_ci_low_pp,exact_pair_ci_high_pp,margin_switch_delta_pp,margin_switch_ci_low_pp,margin_switch_ci_high_pp
MAPLE 1B,16409,2.566884027058322,2.3694009385093544,2.765555487842038,6.007678712901457,5.702967883478579,6.320951916631117
MAPLE 3B,16409,6.412334694375037,6.134377475775488,6.678042537631787,15.458589798281434,15.028338107136326,15.892498019379609
