model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped_samples,ci_level,ci_method,split,max_samples,seed,bootstrap_iters
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.531396,9.139554,9.939274,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,17.917776,17.253741,18.63311,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.063926,8.654544,9.474135,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,18.06047,17.350393,18.797311,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,9.842162,9.52659,10.169318,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,13.629302,13.16936,14.085178,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,8.349793,8.085997,8.587616,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,11.588959,11.215287,11.963799,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,8.503754,8.184069,8.830261,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,14.416287,13.866206,14.95637,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,7.534428,7.246224,7.81461,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,12.865167,12.369399,13.345916,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,9.62277,9.271922,9.996162,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,14.469489,13.959331,14.945896,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,8.545281,8.237965,8.878941,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,13.152989,12.695336,13.615954,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,10.633042,10.201228,11.0819,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,19.874953,19.123996,20.698183,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,10.494213,10.038974,10.975517,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/africa_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,21.470199,20.52207,22.44384,1,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,10.471229,10.134177,10.808616,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,14.669601,14.181569,15.157251,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,8.981912,8.702026,9.254144,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/america_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,12.596448,12.173385,13.022757,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,9.384805,9.03486,9.73827,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,15.919195,15.33572,16.515449,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,8.29464,7.978995,8.605528,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/asia_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,14.225142,13.692644,14.756769,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,10.491672,10.128257,10.9058,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,15.971456,15.42164,16.494133,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,9.320434,8.980151,9.676587,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/europe_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,14.634386,14.13731,15.139547,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,9.293139,8.965012,9.630261,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,11.47887,11.170064,11.820485,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,10.243695,9.874136,10.618185,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,10.578105,10.218735,10.96877,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,10.772187,10.387221,11.131735,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/with_metadata/,7.936164,7.657474,8.193614,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/with_metadata/,9.739454,9.449563,10.018739,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/with_metadata/,8.77904,8.480668,9.086397,5,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/with_metadata/,8.971954,8.675788,9.296461,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_with_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/with_metadata/,9.187433,8.867019,9.485682,3,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,10.200528,9.863237,10.557254,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,12.292982,11.954594,12.649128,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,11.146229,10.744098,11.544095,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,11.342265,10.956735,11.760127,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_500m,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,11.658773,11.24494,12.049155,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/africa/without_metadata/,8.719868,8.437877,9.024686,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/america/without_metadata/,10.451645,10.158782,10.757531,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/asia/without_metadata/,9.558445,9.227846,9.899008,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/continents/europe/without_metadata/,9.674286,9.36195,10.010308,0,0.95,bootstrap,test,1000,42,1000
/path/to/metacul/models/combined_without_metadata_1b,/path/to/metacul/training_data/meco_datasets/combined/without_metadata/,9.963458,9.611505,10.28549,0,0.95,bootstrap,test,1000,42,1000
