row_key,track,label,group,metric_key,metric_type,delta,ci_low,ci_high,n,plus_value,minus_value,source_plus,source_minus
maple_1b,base,MAPLE 1B Base,MAPLE family,localnewsqa_overall,accuracy_pp_gain,2.2913530690750963,1.8732229469811006,2.692757986285332,35874,34.526397948374864,32.23504487929977,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
maple_1b,base,MAPLE 1B Base,MAPLE family,localnewsqa_ambiguous,accuracy_pp_gain,4.369553293924066,3.7477908464866845,4.9547504418307025,16409,38.960326650009144,34.59077335608507,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
maple_1b,base,MAPLE 1B Base,MAPLE family,localnewsqa_explicit,accuracy_pp_gain,0.5394297456974056,-0.010274852298998202,1.0839969175443103,19465,30.788594913948113,30.24916516825071,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl
maple_1b,base,MAPLE 1B Base,MAPLE family,localnewsqa_exact_pair,paired_metric_pp_gain,2.6448899993905783,2.4011213358522765,2.894752879517338,16409,2.6448899993905783,0.0,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_contrast_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_contrast_with_metadata_custom_frozenfig9contrast_1b_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_contrast_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_contrast_without_metadata_custom_frozenfig9contrast_1b_tminus_eminus_seed41_c0.jsonl
maple_1b,base,MAPLE 1B Base,MAPLE family,localnewsqa_margin_switch,paired_metric_pp_gain,6.118593454811385,5.752940459503931,6.490340666707295,16409,6.118593454811385,0.0,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_with_metadata_custom_frozenfig9_1b_tplus_eplus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_contrast_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_contrast_with_metadata_custom_frozenfig9contrast_1b_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_frozen_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_target_without_metadata_custom_frozenfig9_1b_tminus_eminus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_pretrained_figure9_contrast_full_multiseed/1b_codeg_labels_question_final/seed_41/localnewsqa_eval_contrast_without_metadata_custom_frozenfig9contrast_1b_tminus_eminus_seed41_c0.jsonl
maple_1b,chat,MAPLE 1B Chat,MAPLE family,localnewsqa_overall,accuracy_pp_gain,2.299715671516976,1.7645091152366617,2.8600100351229303,35874,35.6358365389976,33.33612086748063,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl
maple_1b,chat,MAPLE 1B Chat,MAPLE family,localnewsqa_ambiguous,accuracy_pp_gain,4.393930160277897,3.58324699859833,5.210555183131208,16409,36.102139070022545,31.708208909744652,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl
maple_1b,chat,MAPLE 1B Chat,MAPLE family,localnewsqa_explicit,accuracy_pp_gain,0.5342923195479065,-0.231312612381197,1.274081685075777,19465,35.242743385563834,34.708451066015925,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl
maple_1b,chat,MAPLE 1B Chat,MAPLE family,localnewsqa_exact_pair,paired_metric_pp_gain,3.796696934609056,3.516362971540009,4.125784630385764,16409,4.034371381558901,0.23767444694984458,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_contrast_multiseed/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_contrast_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_contrast_multiseed/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_contrast_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl
maple_1b,chat,MAPLE 1B Chat,MAPLE family,localnewsqa_margin_switch,paired_metric_pp_gain,9.324151380340057,8.867085136205741,9.799500274239746,16409,9.872630873301237,0.5484794929611798,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_contrast_multiseed/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_contrast_with_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tplus_eplus_seed41_c0.jsonl,/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_multiseed_contrib2/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_target_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl|/path/to/metacul/results/downstream_localnewsqa_sft_figure9_1b_checkpoint_nameplain_countrycue_beta025_contrast_multiseed/ckpt_7764/1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos/seed_41/localnewsqa_eval_contrast_without_metadata_custom_1b_chat_nameplain_country_final_qanswer_nolabel_qmask025_bos_tminus_eminus_seed41_c0.jsonl
