family,variant,variant_label,n_switch_pairs,seed_count,target_accuracy_pct,target_ci_low_pct,target_ci_high_pct,contrast_accuracy_pct,contrast_ci_low_pct,contrast_ci_high_pct,exact_pair_accuracy_pct,exact_pair_ci_low_pct,exact_pair_ci_high_pct,margin_switch_rate_pct,margin_switch_ci_low_pct,margin_switch_ci_high_pct
MAPLE 1B,tplus_eplus,"(T+, I+)",1700,1,13.529411764705882,11.941176470588236,15.176470588235293,29.764705882352942,27.588235294117645,31.941176470588236,1.8823529411764703,1.2352941176470587,2.5294117647058822,8.235294117647058,6.9411764705882355,9.588235294117647
MAPLE 1B,tminus_eminus,"(T-, I-)",1700,1,6.8235294117647065,5.647058823529412,8.058823529411764,29.88235294117647,27.705882352941174,32.05882352941177,0.0,0.0,0.0,0.0,0.0,0.0
MAPLE 3B,tplus_eplus,"(T+, I+)",1700,1,28.294117647058826,26.176470588235297,30.470588235294116,35.88235294117647,33.64705882352941,38.1764705882353,8.764705882352942,7.411764705882352,10.117647058823529,25.11764705882353,23.0,27.235294117647058
MAPLE 3B,tminus_eminus,"(T-, I-)",1700,1,19.058823529411764,17.235294117647058,20.941176470588236,26.529411764705884,24.47058823529412,28.705882352941174,0.0,0.0,0.0,0.0,0.0,0.0
