family,n_switch_pairs,exact_pair_delta_pp,exact_pair_ci_low_pp,exact_pair_ci_high_pp,margin_switch_delta_pp,margin_switch_ci_low_pp,margin_switch_ci_high_pp
MAPLE 1B,1700,1.8823529411764703,1.2352941176470587,2.5294117647058822,8.235294117647058,6.9411764705882355,9.529411764705882
MAPLE 3B,1700,8.764705882352942,7.470588235294118,10.117647058823529,25.11764705882353,23.058823529411764,27.236764705882333
