row_key,track,label,group,metric_key,metric_type,delta,ci_low,ci_high,n,plus_value,minus_value,source_plus,source_minus,rescore_alpha,rescore_beta
maple_1b,base,MAPLE 1B Base,MAPLE family,geomlama,accuracy_pp_gain,15.333333333333332,10.45,24.28333333333334,150,39.33333333333333,24.0,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/maple_1b/seed_41/geomlama/geomlama_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/geomlama/figure9_1b/maple_1b/seed_41/geomlama/geomlama_custom_tminus_eminus.jsonl,,0.0
maple_1b,base,MAPLE 1B Base,MAPLE family,globalopinionqa,accuracy_pp_gain,1.2731717254023223,0.5800570380932981,2.0004074149521287,9818,26.30882053371359,25.03564880831127,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_country_first/maple_1b/seed_41/globalopinionqa/globalopinionqa_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalopinionqa/letter_country_first/maple_1b/seed_41/globalopinionqa/globalopinionqa_custom_tminus_eminus.jsonl,,0.0
maple_1b,base,MAPLE 1B Base,MAPLE family,globalmmlu_cs,accuracy_pp_gain,0.12626262626262627,-1.568813131313131,2.566287878787879,792,28.28282828282828,28.156565656565657,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalmmlu_cs/figure9_1b/maple_1b/seed_41/globalmmlu_cs/globalmmlu_cs_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/globalmmlu_cs/figure9_1b/maple_1b/seed_41/globalmmlu_cs/globalmmlu_cs_custom_tminus_eminus.jsonl,,0.0
maple_1b,base,MAPLE 1B Base,MAPLE family,normad,accuracy_pp_gain,1.4812001519179643,1.3928978351690087,2.573110520319028,2633,33.61184960121534,32.13064944929738,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/normad/letter_country_first/maple_1b/seed_41/normad/normad_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/normad/letter_country_first/maple_1b/seed_41/normad/normad_custom_tminus_eminus.jsonl,,0.0
maple_1b,base,MAPLE 1B Base,MAPLE family,blend,accuracy_pp_gain,5.852417302798982,2.010178117048346,12.461832061068703,393,29.770992366412212,23.918575063613233,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/blend/letter_country_first/maple_1b/seed_41/blend/blend_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/blend/letter_country_first/maple_1b/seed_41/blend/blend_custom_tminus_eminus.jsonl,,0.0
maple_1b,base,MAPLE 1B Base,MAPLE family,worldvaluebench,wvb_emd_gain,0.0004953513183966196,-0.010000491559631983,0.014449921154134631,333,0.2809594573997866,0.28145480871818324,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_paper_table_tokenizerfix_20260504/worldvaluebench/letter_country_first/maple_1b/seed_41/worldvaluebench/worldvaluebench_custom_tminus_eminus.jsonl,,0.0
maple_1b,chat,MAPLE 1B Chat,MAPLE family,geomlama,accuracy_pp_gain,5.333333333333334,-1.616666666666667,15.166666666666668,150,43.333333333333336,38.0,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/geomlama/custom_tplus_eplus/geomlama_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/geomlama/custom_tminus_eminus/geomlama_custom_tminus_eminus.jsonl,,0.0
maple_1b,chat,MAPLE 1B Chat,MAPLE family,globalopinionqa,accuracy_pp_gain,-3.065797514768792,-3.4979119983703404,-2.7006518639234063,9818,16.021592992462825,19.087390507231618,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/globalopinionqa/custom_tplus_eplus/globalopinionqa_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/globalopinionqa/custom_tminus_eminus/globalopinionqa_custom_tminus_eminus.jsonl,,0.0
maple_1b,chat,MAPLE 1B Chat,MAPLE family,globalmmlu_cs,accuracy_pp_gain,-0.05708169818052087,-0.7770246164823403,0.2964680699250803,14015,28.12700677845166,28.18408847663218,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/mmlu/custom_tplus_eplus/mmlu_custom_tplus_eplus.jsonl,/path/to/metacul/results/external_benchmarks_maple_tuned_seed41/sft_1b_chat/seed_41/mmlu/custom_tminus_eminus/mmlu_custom_tminus_eminus.jsonl,,0.0
maple_1b,chat,MAPLE 1B Chat,MAPLE family,normad,accuracy_pp_gain,3.79794910748196,1.8904291682491454,6.159323965058868,2633,37.14394227117357,33.34599316369161,/path/to/metacul/results/final_benchmark_matrix/closed_form/maple_1b/chat/seed_41/normad/normad_custom_tplus_eplus.jsonl,/path/to/metacul/results/final_benchmark_matrix/closed_form/maple_1b/chat/seed_41/normad/normad_custom_tminus_eminus.jsonl,,0.0
