variant,label,model_path,size,train_metadata,eval_metadata,n_countries,mean_target_distance,median_target_distance,mean_target_rank,top1_rate,top3_rate
maple_1b_tminus_eminus,"MAPLE 1B (T-, I-)",/path/to/metacul/models/combined_without_metadata_1b,1B,False,False,107,6.640372558245292,6.610442612258864,54.0,0.0093457943925233,0.02803738317757
maple_1b_tplus_eplus,"MAPLE 1B (T+, I+)",/path/to/metacul/models/combined_with_metadata_1b,1B,True,True,107,1.7009952866273303,1.452821747283567,55.467289719626166,0.0093457943925233,0.0373831775700934
maple_3b_tminus_eminus,"MAPLE 3B (T-, I-)",/path/to/metacul/models/combined_without_metadata_3b,3B,False,False,107,5.482393577154917,5.555365926762335,54.0,0.0093457943925233,0.02803738317757
maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,3B,True,True,107,1.62717135973238,1.6554661341671073,56.09345794392523,0.0093457943925233,0.0186915887850467
