variant,label,model_path,size,train_metadata,eval_metadata,n_countries,mean_target_distance,median_target_distance,mean_target_rank,top1_rate,top3_rate
maple_3b_tplus_eplus,"MAPLE 3B (T+, I+)",/path/to/metacul/models/combined_with_metadata_3b,3B,True,True,107,1.62717135973238,1.6554661341671073,56.09345794392523,0.009345794392523364,0.018691588785046728
