family,series,split,accuracy,accuracy_std,seed_count,total
1B,1B T+/I+,Overall,0.35414980640501914,0.003560852154741286,4,6127
1B,1B T+/I+,Explicit,0.35414980640501914,0.003560852154741286,4,6127
1B,1B T+/I+,Ambiguous,0.0,0.0,4,0
1B,1B T-/I-,Overall,0.3590378638392782,0.0059588782979454365,4,6291
1B,1B T-/I-,Explicit,0.3590378638392782,0.0059588782979454365,4,6291
1B,1B T-/I-,Ambiguous,0.0,0.0,4,0
