row_key,track,label,short_label,group,side,condition,condition_marker,external_geomlama,external_geomlama_metric_type,external_globalopinionqa,external_globalopinionqa_metric_type,external_globalmmlu_cs,external_globalmmlu_cs_metric_type,external_normad,external_normad_metric_type,external_blend,external_blend_metric_type,external_worldvaluebench,external_worldvaluebench_metric_type,localnewsqa_overall,localnewsqa_ambiguous,localnewsqa_explicit,localnewsqa_exact_pair,localnewsqa_margin_switch,external_blend_score,external_geomlama_score,external_globalmmlu_cs_score,external_globalopinionqa_score,external_normad_score,external_worldvaluebench_score,external_downstream_index,external_metric_count,plot_label,pareto_localnewsqa_overall,pareto_localnewsqa_ambiguous
qwen25_3b,base,Qwen2.5-3B Base,Qwen2.5 3B-B,Qwen2.5 family,minus,Without metadata,-,40.66666666666666,accuracy_pp_gain,18.853126909757588,accuracy_pp_gain,37.37373737373738,accuracy_pp_gain,49.82909229016331,accuracy_pp_gain,28.49872773536896,accuracy_pp_gain,0.3975956409083981,wvb_emd_gain,48.23270335061605,45.01188372234749,50.94785512458259,0.0,0.0,52.58620689655172,65.1162790697674,55.95238095238096,21.036948748510138,55.88558855885588,30.27266596011175,46.80834503102964,6,Qwen2.5 3B-B -,False,False
qwen25_3b,base,Qwen2.5-3B Base,Qwen2.5 3B-B,Qwen2.5 family,plus,With metadata,+,40.66666666666666,accuracy_pp_gain,18.41515583621919,accuracy_pp_gain,37.121212121212125,accuracy_pp_gain,59.39992404101785,accuracy_pp_gain,26.7175572519084,accuracy_pp_gain,0.4198864502362445,wvb_emd_gain,49.71567151697609,53.06843805228838,46.8892884664783,11.08537997440429,19.726979096837105,46.55172413793104,65.1162790697674,54.761904761904766,18.474374255065555,83.60836083608359,18.99990365160417,47.918757785392756,6,Qwen2.5 3B-B +,False,True
qwen25_3b,chat,Qwen2.5-3B Inst.,Qwen2.5 3B-I,Qwen2.5 family,minus,Without metadata,-,48.0,accuracy_pp_gain,16.98920350376859,accuracy_pp_gain,40.025252525252526,accuracy_pp_gain,52.86745157614888,accuracy_pp_gain,23.15521628498728,accuracy_pp_gain,0.3750190519737844,wvb_emd_gain,42.12800356804371,41.33097690291913,42.799897251477006,0.0,0.0,34.48275862068966,90.69767441860463,68.45238095238095,10.131108462455318,64.6864686468647,41.689950862318184,51.69005699388558,6,Qwen2.5 3B-I -,False,False
qwen25_3b,chat,Qwen2.5-3B Inst.,Qwen2.5 3B-I,Qwen2.5 family,plus,With metadata,+,45.33333333333333,accuracy_pp_gain,16.744754532491342,accuracy_pp_gain,40.025252525252526,accuracy_pp_gain,52.79149259399925,accuracy_pp_gain,24.42748091603053,accuracy_pp_gain,0.3658169486358786,wvb_emd_gain,45.54273289847801,49.74099579499055,42.00359619830465,9.842159790358949,19.33085501858736,38.793103448275836,81.39534883720927,68.45238095238095,8.700834326579267,64.4664466446645,46.34357837942001,51.35861543142164,6,Qwen2.5 3B-I +,False,False
qwen35_0p8b,base,Qwen3.5-0.8B Base,Qwen3.5 0.8B-B,Qwen3.5 family,minus,Without metadata,-,36.66666666666666,accuracy_pp_gain,17.83458952943573,accuracy_pp_gain,32.57575757575758,accuracy_pp_gain,35.4728446638815,accuracy_pp_gain,21.37404580152672,accuracy_pp_gain,0.4230871818320378,wvb_emd_gain,38.08886658861571,38.28996282527881,37.91934240945287,0.0,0.0,28.44827586206897,51.162790697674374,33.33333333333334,15.077473182359949,14.3014301430143,17.38125060217745,26.6174256367714,6,Qwen3.5 0.8B-B -,False,False
qwen35_0p8b,base,Qwen3.5-0.8B Base,Qwen3.5 0.8B-B,Qwen3.5 family,plus,With metadata,+,35.333333333333336,accuracy_pp_gain,17.814218781829293,accuracy_pp_gain,33.33333333333333,accuracy_pp_gain,34.97911127990885,accuracy_pp_gain,20.610687022900763,accuracy_pp_gain,0.4218297515622619,wvb_emd_gain,39.0533534035792,42.18416722530319,36.41407654764963,3.833262234139801,7.983423730879395,25.86206896551724,46.51162790697674,36.90476190476188,14.958283671036957,12.871287128712877,18.017150014452223,25.85419659857632,6,Qwen3.5 0.8B-B +,False,False
qwen35_0p8b,chat,Qwen3.5-0.8B Chat,Qwen3.5 0.8B-C,Qwen3.5 family,minus,Without metadata,-,40.0,accuracy_pp_gain,17.83458952943573,accuracy_pp_gain,32.07070707070707,accuracy_pp_gain,45.95518420053171,accuracy_pp_gain,21.37404580152672,accuracy_pp_gain,0.4486358786770309,wvb_emd_gain,37.66237386407983,38.04009994515205,37.34395068070896,0.0,0.0,28.44827586206897,62.790697674418595,30.952380952380963,15.077473182359949,44.66446644664466,4.460930725503406,31.065704140562758,6,Qwen3.5 0.8B-C -,False,False
qwen35_0p8b,chat,Qwen3.5-0.8B Chat,Qwen3.5 0.8B-C,Qwen3.5 family,plus,With metadata,+,37.333333333333336,accuracy_pp_gain,17.610511305764923,accuracy_pp_gain,33.08080808080808,accuracy_pp_gain,43.82833270034182,accuracy_pp_gain,19.338422391857502,accuracy_pp_gain,0.4087410455723213,wvb_emd_gain,38.236605898422255,41.54427448351514,35.448240431543795,3.315253824120909,7.319154122737522,21.55172413793102,53.48837209302325,35.71428571428573,13.766388557806932,38.50385038503851,24.636284805857947,31.276817615657233,6,Qwen3.5 0.8B-C +,False,False
qwen35_2b,base,Qwen3.5-2B Base,Qwen3.5 2B-B,Qwen3.5 family,minus,Without metadata,-,50.66666666666667,accuracy_pp_gain,18.41515583621919,accuracy_pp_gain,37.37373737373738,accuracy_pp_gain,56.55146221040638,accuracy_pp_gain,26.208651399491096,accuracy_pp_gain,0.3867360158512422,wvb_emd_gain,45.64308412778056,42.54982022061064,48.25070639609555,0.0853190322384057,0.067036382473033,44.827586206896555,100.0,55.95238095238096,18.474374255065555,75.35753575357535,35.764524520666725,55.0627336147642,6,Qwen3.5 2B-B -,True,False
qwen35_2b,base,Qwen3.5-2B Base,Qwen3.5 2B-B,Qwen3.5 family,plus,With metadata,+,47.333333333333336,accuracy_pp_gain,18.63923405989,accuracy_pp_gain,38.005050505050505,accuracy_pp_gain,54.04481579946828,accuracy_pp_gain,27.2264631043257,accuracy_pp_gain,0.3769623532998018,wvb_emd_gain,49.7519094608909,51.59973185447011,48.19419470845106,9.653239076116764,16.893168383204337,48.27586206896551,88.3720930232558,58.928571428571416,19.785458879618616,68.09680968096808,40.70719722516621,54.027665384424274,6,Qwen3.5 2B-B +,True,True
