model_path,test_set_path,mean_ppl,ci_low,ci_high,skipped_samples,ci_level,ci_method,split,max_samples,seed,bootstrap_iters
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,9.150932,8.82721,9.447744,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/without_metadata/,10.2055,9.842252,10.531223,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/with_metadata/,9.914467,9.568731,10.226953,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/combined_without_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined/without_metadata/,9.963763,9.61186,10.285967,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablations/metadata/combined_only_url_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,9.11236,8.791811,9.410743,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablations/metadata/combined_only_url_continent_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url_continent/with_metadata/,9.140741,8.822852,9.435988,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablations/metadata/combined_only_url_country_with_metadata_1b,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url_country/with_metadata/,9.176276,8.855349,9.482825,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step2k,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,11.965972,11.537049,12.372428,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step4k,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,10.337926,9.971643,10.682275,0,0.95,bootstrap,test,1000,42,1000
/scratch/amukher6/metacul/models/ablation_intermediates/metadata/combined_only_url_with_metadata_1b_step8k,/scratch/amukher6/metacul/training_data/meco_datasets/combined_only_url/with_metadata/,9.257194,8.929004,9.565328,0,0.95,bootstrap,test,1000,42,1000
